Text,Sentiment
girl hair salon asked shall trim eyebrows old feel,Neutral
mama youre best thing ever happen thanks everything sorry hurting love 3,Positive
headache,Negative
bah bk reception comps aint workingbut sun got hat hiphiphoray x,Negative
dadgum think nations shipping needs shut completely still freight carriers,Neutral
okay got card phone moment please use email reach sorry,Negative
real exciting,Positive
glad hear youre okay could really hurt sounds couch okay lol,Neutral
arre seriously shud take sperm nd clone 23 yr old single guys,Neutral
aim getting ready go bed running 5k tommorow mothers day wish luck,Positive
_om paint fingernails green oh happens paint green marvelous,Positive
wasnt bad enough time last night body decided wanted sick,Negative
last library day doomsday urgh nice wake jbum though hes still sleeping cute,Neutral
wishing could kidnap work,Neutral
watching big brothes big quiz rather tiredd downloading dvd wait till finished till go bed,Negative
forgot much love songs itunes love shuffle love watching pranks ap tour,Positive
selling artwork risk game boys startrek needed good day,Positive
yeah posted news blog yesterday,Neutral
dmed login details twitter salvation system enjoy let know u think,Positive
good star wars day fonz day dancing taco day whatever celebrate good,Positive
savoring flavors homecooked meal simple joys heart happiness homecooking simplejoys,Positive
come kirk hook wii wifiyou eeet,Positive
riot go girl,Negative
ive trying get years hard move youre loveit sucks,Negative
cant change profile settings,Neutral
elation surprise reunion old friends,Positive
oh sucks,Negative
watched youtube hilarious laughed trough seriously guys funny greetings germany,Positive
oh oh going shopping best friend today yaay going much fun need get alot new clothes,Positive
sounds foreboding,Negative
watchin tv yesterday media u u number five think worst beach bodies ur butt,Negative
wahey fancy meeting thanks tweet great twittered together,Positive
stung stinging nettles shin,Neutral
want change twitter name cant think anything,Neutral
could extra tickets plus two twitter giveaways well get next time,Neutral
wtf getting hmtm today revision revision revision,Negative
headache colds,Negative
bed eating chocolates 2 super parties yay playing new camera could amazing photographer,Neutral
know list miss bc conflicting plans go,Negative
want buy great album unfortunately dont hav enuff funds long time noisy,Negative
glue stuff onto poster,Neutral
lol hopefully itll happen like next timee near new album,Neutral
great theres cloud thats really really dark grey right outside office window sure lotta precip,Positive
haha k stop going turn section ohwell parents came home,Neutral
ikr mom got birthday years ago tis best,Positive
moral support students,Positive
thanks warm welcome didnt make plans arrival time air,Positive
hungry agaaaaaaiiiin maaaam,Negative
sitting school sucks,Negative
happy mothers day,Positive
playing windows 7 rc,Neutral
get bubble tea cambodian new year year stand line 1015 min,Neutral
feeling guilty buying luxurious pair shoes yesterday house mate saw got excited,Neutral
pantry,Neutral
thing fun itouch,Positive
im thinking deserve award big shiny one,Positive
well goodnight twitter bugs sleep well,Positive
happy mothers day american mamas,Positive
goodnight lovely,Positive
wants go sleep sound rain,Neutral
told dan say anything anymore im super sad,Negative
dont really wan na go school monday honest,Negative
wish wish eat thatburger,Negative
know maybe forgotten like christmas july,Neutral
hulu germany sucks,Negative
needs new phone,Neutral
wish drems could come true,Positive
fuming ebay purchase gone bad outta 45 nothing show,Negative
yaay supposed go missed,Negative
enjoying bank holiday meeting real estate agent offer amsterdam apartment rent,Positive
lol dork hmm book pretty good maybe check thats 4gb sucks 8 isnt much better,Negative
missing baby ducks,Negative
_ho naw 15 mins bug tanks would stop spawning 15 mins im glad get keep,Positive
hundreth update happy mothers day love mum even fuss fighting youre still one,Positive
web20 prologue modern liberalism misconstrued 2nd 12 bible christ without crucifiction abstraction wo skin,Negative
work,Neutral
gmorning twitter world relaxing family sunday methinks,Positive
ugh much happened today really need hug,Negative
watching baby mamaagain eating pineapple orange raspberry sherbert,Neutral
recovering lovely slightly stressful weekend france,Neutral
u brilliantly sweetie blessings joy,Positive
kl drink,Neutral
lol like polar opposites ben maybe thats get well,Positive
good day,Positive
cute going daddy,Positive
sinking feeling go upbracing comedown,Negative
bestie need,Negative
walking back 2 wk beautiful day 2 njoy b4 rains,Positive
jake thomas looks precious hate say see white light every ghost whisperer show,Neutral
theyre mama always bake late get worried mixer gon na bother people,Negative
omg im sorry hear really need talk someone im always im shoulder lean,Negative
phew make note case anyone else runs issueï½,Neutral
guys didnt call come something def give us call tomorrow hang us chick,Neutral
browsing digital art tutorials like found hennings site refreshing knowledge skills,Positive
kinda hoping time going differnt sucks,Negative
4am hubbys alarmsong playing blame alcohol course couldnt get back sleep cause thinking joe cruise,Negative
money phone,Negative
ready crashhad great day fun night couldnt ask anything night,Positive
dont worried im safe sound 3,Positive
_janet_ ouch hate favourite items clothing get ruined,Negative
gutted work sooo nice outside,Negative
gossip fluffodile latest mad night teg jack lou tess frey gender war v sad friend also,Negative
love fact bank holiday monday stay bed,Positive
bed sore,Neutral
shes unassuming unpretentious shes suppose thats shes endearingbecause relate,Positive
omg youve never seen ring creppy movie,Negative
enjoying weekend sis,Positive
_kittykat thats nice,Positive
need 2 b getting 2 sleep 4 night good sunday,Positive
new golf vi tsi 160hp fast,Neutral
ahaha im carlos wasssup,Neutral
waaa,Neutral
happens swine flu gets us,Neutral
yeah tried go,Negative
biiig headache,Negative
finally finished setting account switch week,Neutral
justice left dj talent voted n,Neutral
good morning today last day freedom back work tomorrow im sorta stokednot stoked well,Neutral
going church god bless,Positive
lookin forward lovely meal grandparents 75th posh italian,Positive
whoah slow youre filling screen maybe effective spread tweets,Neutral
failure,Negative
envious eyes locked treasure chest opportunities heartache fueled desire keys seem forever elusive,Negative
yay dad agreed pay tuition equipment yipee till nxt jan tho,Positive
going home meeting today,Neutral
_aguirre wish going,Positive
unfortunately stuck work cant get said prize,Negative
closed votingall u vote best movie hope win 4 yo daughter lovesss 2 sing climb,Positive
thanks follow doug like hat,Positive
dishes im train newcastle leave nontweetinggirlfriend behind 2 weeks always bit sad,Negative
mums trying make feel ebtter stopping voting adn winning shortstack almost cried,Neutral
im soooo bored got new phone called man hes busy one else bored,Negative
homework,Neutral
dad bought theyre tricky language tho,Neutral
ack fast forward right coldplay song,Neutral
_cath couple years knew one couldnt find awhilehere,Neutral
im tonight good night everyone,Positive
dreary monday morning slept like give break,Negative
woops realized dms going,Neutral
grew fat today gss hxc saw full house chanel jc pedder red ferragamo great economic downturn,Positive
hey gorgeous day night played sun full moon lit way home life good,Positive
oohh yaay like love ya,Positive
butbutim,Neutral
omg im sorry hear keep fingers crossed find something,Negative
joes photographer family rehearsing always fun first couple days least,Positive
rey mysterio awesome,Positive
ok time study bus law ethics got ta test today,Neutral
hi serena want say good luck madrid paris month,Positive
busy day time tweet bmore whats happening weekend,Negative
deep fry drumsticks good thought would,Negative
work yesss super hungry,Negative
_13 awe thx much neither need 2b sick friday u prayer requests,Positive
oh,Negative
many ppl 12 mile ashy elbows,Neutral
_caruso took polish nail finger door handle murdered earlier well pretty,Negative
_o awesome family owns itthe flowers love kids seem lots fun,Positive
thanks buddi problem friend yah post pics london nothing much really u,Neutral
good busy heck good feeling yucky moment,Neutral
_d zwarte maillot,Neutral
hiyaa tour really disappointed couldnt make hope dandy xxxxxxxx,Negative
show amazing cold hope give victoria card get dvds back ha,Positive
psyching next daysoh,Neutral
feels really sick puked guts help please,Negative
lol birmingham 1st love time move good morning,Positive
short work week,Neutral
unless mean 2 hours week use sleeping yeah suppose could use,Neutral
back home palmdale bed mommy,Neutral
love overnight theyve worked printingshipping issues sorry didnt work,Neutral
id like put fruity article website youll permit,Positive
mark twain quote spot cat bugger comes crime handy times,Positive
omg pic youu look cuute,Positive
_c reheadaches wife situation finally decided go meds much,Neutral
went limit actions per hour twitter clients hate limit,Negative
right whole twitter silence experiment last four days murder inability mouth,Negative
possibly going tonight anything lancaster miss baltimore,Negative
know exactly saying cool tapes better p,Neutral
hot im disneyland,Negative
sigh sisters bein strange came way copenhagen london phones turned wan na see dammit,Negative
new song cobra starship amazing,Positive
omg great day today went art thingy noe really want zune hd bed part raining come mister sun,Positive
last drops thesis god let end today,Neutral
feel super sick,Negative
hour left ipod touch,Neutral
dont put behind wheel lmfao today fun,Positive
lol must contribute destruction languageawww,Neutral
aww twiter miss today ill post little mea movie theaterahah soo coold,Negative
disappointed didnt win teh glassez,Negative
sweet wish could see yourz 2,Positive
nooooooo receipt dont break heart,Negative
happy mothers day moms happen greatest mom world love mom shes best friend,Positive
late last night oracle 8 430,Neutral
guess ill since cant really decide one choose,Neutral
yup,Neutral
fine going big walk today 20 miles,Positive
youre going,Neutral
much blog time,Neutral
great day woman notice smile never disappeared face ha murray cos owe,Positive
ohh poor girl ill email relying october mr,Negative
omg luat examenul la spss happy,Positive
much well,Negative
_reznor trent dont get mad keep thinking youre pretending engaged reason,Negative
happpy mothers day,Positive
guess ill take nap,Neutral
xd hello thats important date,Positive
know barely believe almost thanks review lovely,Positive
exploring new hiking trail friends weekend nature laughter good vibes,Neutral
glad could make,Positive
bah h8 waking,Negative
hadnt cried long time,Negative
brody dare u,Negative
go main settings page iphone scroll see,Neutral
im sleeping,Negative
oh well great see canadian math trades getting bigger though,Positive
always appreciate musings,Positive
watching aliens boobie craig rise house 11 early bedtime grown ups,Neutral
even trying go sleep 28c miss cold winter nights,Negative
yes thank,Positive
four shots novacaine mouth right cheek totally numb booo,Negative
asks thnx griting take care god bless,Positive
man sweep worries,Positive
_dig late see missed great time donnys birthday remember call monday,Neutral
want korean bbq baddd one come,Negative
soooo hungry,Negative
hear sister,Neutral
bout go work,Neutral
made home time shower breakie blackpool later lunch,Neutral
im glad got twitter love baby,Positive
2 coins people,Neutral
try pretty hard engage everyone follow lack interesting say end unfollowed,Neutral
pnutt got new collar leash today,Neutral
next blumenthal,Neutral
office trying solve mystery whose blood bathroom toilet ee,Neutral
neil picked show tailights cause heartless hit run,Negative
sees cry lol,Negative
got home,Neutral
know got phone leave giant hole mill regions also closed,Neutral
got home another amazing night,Positive
new work wellness challenge going well committed check email 10 pm 6 failed first day twice,Negative
_lavish told diamond follow u aitn share starburst,Neutral
laughed today hopeful things,Negative
im bannished work till 6,Negative
woke 5am cleaned camera gear last nights wedding really go back sleep kids awake,Neutral
im playing minecraft video game im addicated,Positive
spotlight lady gaga show costume change metamorphosis creativity artistry,Positive
instantmessaging two favourite conversation guys,Positive
miss shes gone whoolllleeee weekend boo hoo,Negative
happy birthday tooo meeee happy birthday tooo meeee,Positive
oh see u mean nowtht heltershelter person lol yer looks scary,Negative
heyyy lol wassup mamas,Neutral
u witch im upstate hick dry county alcohol ethnic food im crying,Negative
hectiv runny around women goof making surprise,Neutral
get paid still broke hell shopping spree today,Negative
im sick sad cold,Negative
loving life lately looking forward going see samantha hanging natalie right,Positive
_tennant yes watching season 2 evening wish could get bbc2,Positive
fact apparently first follower 4 um embarrassed,Neutral
finished proofing wedding march waiting export upload share still 2 sessions,Neutral
miss bestfriend left school,Negative
yep one nights,Neutral
dancing stars beyoncés live show feeling power single ladies every move,Positive
want 2 dinna hink itll get shown elgin n got nae1 2 go withn,Neutral
weekend relaxing one cousins place watch tv series tru calling really cool,Positive
wasnt nice,Negative
whats going tonight lets partyyyyy,Positive
_roy tell facebook minus everything status updates,Neutral
baffles much radio shack isnt radio shack grew,Negative
happy mothers day mommies,Positive
_ im bed sick atmbeen sick since yesterday hru hun,Negative
got back greenlake nice day today,Positive
astronomy observatory stargazer marvels vastness cosmos contemplating mysteries hidden within celestial expanse,Positive
california,Neutral
every element dom children single parent,Neutral
buried web changes going make lunch wont chance later much,Negative
ehhehehe thanks,Positive
lol bad hes taken,Negative
yesss flash tonight ittakestimetoopenawebpage,Negative
want followers,Neutral
heard icecream truck took like shot couldnt catch,Negative
sweet dreams,Positive
people ask lot plus thought id contribute sykes trending topics,Neutral
got ta play wall first tho,Neutral
rainy season comes,Neutral
sad saying im fat tears,Negative
im sleepy nowgnight happy mothers day mother mama mommy whatever call lol mie,Positive
soz ideas reason didnt take geography cz would fall asleep well lmao,Neutral
im sorry dont understand people expect everyone react things poise,Negative
enjoying view sg flyer,Positive
aiaahh poor u tell ur mom already,Negative
holy smokes star trek freaking awesomeeeee,Positive
im sure would know,Neutral
taking stroll garden appreciating beauty blooming flowers natures wonders never cease gardenwalk floralbeauty,Positive
know say great minds,Neutral
yes fb ah miss,Negative
aww used little much haa lazy shiit,Negative
youre welcome thanks inviting us talk 48hoursnz like becoming parent one really prepare,Positive
wish wembley,Positive
early,Neutral
go work typical sunshine deep sleep stupid friday,Negative
_august84 haha may hehe might imported love heat love playing football hot day,Positive
oh said sellout fluke turns projector broken still think film bloody good times tho,Neutral
sorry couldnt fit hals name,Negative
found friend isnt actually hey happens,Negative
jason bend hit back,Neutral
feet coldi hate feet get cold,Negative
miss yoooooooooooooooooooou poia,Negative
happy birthday woke side earth wishes bit late,Positive
balmain knockoffs bebe make sadi want real dealthese shoes look cheapy cheapy,Negative
yes dear v,Neutral
went really long cycle ride mum brothers bff han today bum aches,Negative
expecting sun come today guess thats happening,Negative
kelly share last name wouldnt sweet related,Positive
doesnt hangover getting ready good ol english fry,Neutral
went party last night great minds think alike anyway happy birthday,Positive
oh really good 1 dude thx added,Positive
thanks recommendation,Positive
miss se asia come visit us time,Negative
conjunctivitis left eye sign something wrong deserve thislol im dying people,Negative
microsoft released zune also europe hd us,Neutral
hearing surprising news bestfriendwhere sis tell whole story,Neutral
party awesome soooo tired bye ps happy mommas day,Positive
grrrr back mean headache bright sideits one side,Negative
thinking pay end,Neutral
hope ye got dem ur site amazing got everyday tryed failed lol,Neutral
queen sass oh scenie,Positive
aww poor thing hope goes well,Negative
2035 oh god internal clock really nooooo,Negative
attended jazz concert swayed rhythm timeless tunes music constant companion golden years jazzconcert seniormusic,Positive
kk 888 followers like minute ago,Neutral
night,Neutral
orgasmic sandwich,Positive
im glad def needed pick drama free,Positive
gets sumthin special want akankah suatu hari ku kan mendapatkannya god knows,Neutral
sounds like fun lol least still hair right weekend,Positive
hate weather wan na bake,Negative
floating clouds inspiration artist painting sky strokes creativity creating masterpiece dreams,Positive
twitter criado,Neutral
haha might good luck youre taking well im hoping get 1 putting name,Positive
id respond going,Neutral
wishing everyone blessed beautiful mothers day,Positive
im fine ive trying figure meaning behind song cant think anything urlmincnmt,Positive
weho theyre playing lot brit,Neutral
enjoy family trumps everything,Positive
_chiel welli would love zoo p dont think sunday sometime want,Positive
getting closer rather real lobby dates chicago blogher09 squee,Neutral
kitteh likes going front behind sideof box,Neutral
leatherman must really anybody never know might need one gets job done,Positive
hate windows miss lovely ubuntu im nerd haha,Neutral
mourning venus third round loss,Negative
im stupid star wars day may 4th,Neutral
sars really got,Negative
brain gon na explode minute full numbers cliiimb j im climbing mt numbers,Negative
_chloe yes youtube may 7th made feel 100x better halarious,Positive
worried reply sending sms 78277,Negative
oh snap kinda nuts right ive told least 27 thanks babes,Positive
finally got bike wanted,Positive
chroma key coolness cumulus seminars going online couldnt see live feed,Neutral
twenty minutes call would think person would mention already trouble ticket investigating issue,Negative
2 hours teleconference cant go back sleep got work sigh sigh,Negative
way home aloha good night everyone,Positive
hi hope everybody safe fun weekend,Positive
one female servers tell looks big pants worry night long lol,Negative
feeling giddy wan na go home,Negative
painted nails metallic blue iï½m really sure looks itï½s pretty weird color think itï½s cool,Neutral
stomach killing cant sleep,Negative
_mcfly cool nice bless ya upto love l xoxox,Positive
niceid like therebut far im brazil kisses nice day,Positive
iwaiting natie come online miss,Negative
cafe management end month nothing numbers arty little head hurts finding discrepencies,Negative
car broke time start looking getting another one thing another,Negative
_grrrl sweetest children obviously great mom loved reading blog w msgs kudos,Positive
_dave meany,Neutral
booked tickets london thursday im exicted,Positive
stranded delhi airport flight delayed,Negative
miss city leavepriciness pollution panhandlers,Negative
interesting type bike get 10 bike company followers download gets 5 companies amused say keyword,Positive
woken screamin lil nefuew,Negative
morning joe,Neutral
feelin somewhat ugh dont want exam oh well 5 days baby,Negative
radio x 961 going sports next month radio dead grandrapids,Negative
_distel maybe u natural ability languages envy u,Negative
dont think im going camping,Negative
intel gfx driver situation much better recent upgrades kernel 2630rc4 driver git suspend working fewer mem leaks,Negative
happy mothers day hope great one harlow mom love youre awesome mommy,Positive
lol start group lol sisters,Neutral
freakin lond thursday ready hit hay surprise surprise cant freakin sleep boo,Negative
hanging weekend,Neutral
wedding next thursday im ill,Negative
twas good show even liked ciaras last song time go bed gnight,Positive
wont anyone give poor ernie reyes jr break,Negative
good morning sexy twitter hows yall im gd like 749am n still wan na sleep,Neutral
wondering sanity bit dear,Neutral
nooooooo july im gon na back home nooooooooooo,Negative
got pool funnow gon na watch tv stuff computer,Positive
coola productive day got spot extra feature film filming tomorrow awesome week around,Positive
oh poor thing keep us posted,Negative
id rather sit bench friendly psychiatric patient go party cool person,Positive
idea wtf twitter willing give go going bit,Negative
no1 dont really mean anything anymore l good old top pops every sat friday something,Negative
come hawks mighty blackhawks,Neutral
im little hungry nice bowl spicy lentil soup fill gap,Neutral
know sad,Negative
woo exams nxt wk,Neutral
trust thats good thing 40something self thank,Positive
im going,Neutral
princess_i pack house today butineedhelp,Neutral
sooo noticable depends look itbut know ipod isnt perfect,Negative
know suns even ive hr tossa decided sleep side cold nose,Neutral
day started bad got better,Neutral
thank god didnt go,Neutral
clear catholic wholeheartedly agree ambiguous tcot hhrs,Positive
compassion action supporting local charity event,Positive
ohhh mannnn laid 3 girls economy improve soon,Neutral
dunno im gon na love skinny jeans,Positive
morning back,Neutral
smooches well great day,Positive
waiting momma go chase see hell doin money miss wamu,Negative
wont honey got mad yrs go crazy,Negative
watching neighbours,Neutral
bitterness like poison seeping every crevice wounded heart,Neutral
back glasgow stuck traffic m8,Negative
spending night mom tommy ordered pizza hut yum,Positive
friday night fav night week go stupid dog training classes,Positive
chris sab comme estas,Negative
girl buying posting pressie tomorrow clue get im sorry hate,Negative
love thy self keep simple learn tai chi aims today beat ankle less swollen negotiation vacation,Positive
raining md,Neutral
following cause ordered,Neutral
wondering earth new tools,Positive
chicken noodle soup made lunch feel better burned tongue good day,Negative
maybe hot date nice little cesna,Positive
ya know today sucks raining possibility magic friday whats goin tonight,Negative
visit 2 la ventana de los cielos foundation pushed bck 2 weeks excited 2 go meet kids ill 2 wait another 2 wks,Negative
didnt get bitten rabies infested person last night yay gon na scare rachel quarantine tonight shall fun,Neutral
backhad great mad monday meeting tomorrow,Positive
haha moms back today weekend away first words whys house dirty love life,Neutral
im luck either nut hoping see,Negative
wishes zak wuld trust enough give bac necklace want back thinks ill cut,Neutral
hate traffic dallas nothing traffic,Negative
hi sorry going pass email assistant rel soc lost dm pls,Negative
yess awesomee u follow ur love molly hahah u chat us,Positive
exactly silent treatment great torture method,Negative
compassion volunteering local charity,Positive
spoke yesterday u didnt respond girl wassup though,Neutral
wow free wifi pay parking reduculous,Negative
im back wooooo want press release,Positive
finished watching series return chasers war everything really quite compared used,Negative
lan poker much fun someone help remember ki compre chal raha hai abhi,Positive
going,Neutral
yep nothing better,Negative
told often wash hair would never speak,Neutral
thanks mate came board twitter tweet sounds great,Positive
rain one reason stay snuggled beneath duvet,Neutral
link doesnt work,Negative
boyfriend friends tonight dont know evening,Neutral
ar work boredhope tiff gets soon fun start,Neutral
happy 1 year 3,Positive
prom tonight bad im going,Negative
ah cbeebies epg chance hehe need pinkyponk crash warnings journey home long,Neutral
wah im gon na miss bowie people esp alyanna bondoc 3 cesar dunno survive without sosa,Negative
beautiful bride youre gon na love married life absolutely rocks congrats,Positive
whatï½s hot new,Neutral
overflowing joy cup laughter shared friends moment cherished,Positive
theres nothing good tonight anyway sigjeans,Negative
want followers,Neutral
twee tweetlol,Neutral
sweating 2 didnt see u,Neutral
faillllllllll whenever ur freee,Negative
ahahaha happens time poor angela,Negative
missing birthday,Negative
im people pleaser,Neutral
im work miss home news,Negative
listened eyes fire enjoyed thanks,Positive
granada bowl crew birthday bowling fisch,Neutral
go school reviens ï½ 15h30,Neutral
thats song mean,Neutral
ok im juz curious,Positive
_skies miss isi never want come homeseriously,Negative
forgot charge cell last night dead,Negative
btw ian watkins stopped following wee bit pissed,Negative
im new dunno whatta doo,Neutral
dont good funerals crying way 2 contagious,Negative
mexican thats im craving,Neutral
cant get rwitters phone phone sucks,Negative
would advise watching cinema sure effects worth unless monster tv home,Positive
hes definitely fav host ever cant wait watch rest tomorrow,Positive
greg pritchard robbed place final bgt cry baby face got instead,Negative
good morning everyone hope al lovely sunday hope doesnt rain tomorrow,Positive
omg brings back high school days,Neutral
set chuck bass new york palace hotel bad werent filming today,Negative
doente,Neutral
yehey summer exciteeeddd balme aaaaaalcohol,Positive
traffic jam outside chicago feel office space right,Positive
oof perhaps time start moronmonday shoutout meme,Neutral
tears fall like raindrops mourning end cherished friendship,Negative
twitter acting weird,Negative
today go concert,Neutral
little fight best friend,Neutral
hello new followers say hi say nice meet,Positive
im going work,Neutral
twitter,Neutral
morrissey cancelled,Negative
2 leave mrs cuz go 2 work really didnt want,Negative
want ice cream,Neutral
standing ovation wieters nobody sitting insane hit double play though,Positive
ugh hate life one hiring sigh stupid economy stupid bush,Negative
wish able talk,Positive
starting get whole twitter thing,Neutral
alright sorry think go anyways,Negative
go boos pad,Neutral
abt wait til summer ur placeima need somewhere stay anyways,Neutral
really going miss,Negative
getting nerves cant change pic,Negative
peace bro thanks music proudly representing father happy mothers day,Positive
haha nice thanks letting know,Positive
good morning world hope everyone ok,Positive
overwhelmed support received personal challenge,Negative
wish coming perth,Neutral
sigh doesnt sound happy,Negative
go pick roomate airportno house,Neutral
natalies finished work amazing peanut butter sandwhich ever 3333 miss faceeee,Neutral
thanks,Positive
cousins wake,Neutral
woo hoo time play name twune,Neutral
aaahhh im busy sorry everyone,Negative
cant wait cant wait see 3d concert experience live uk trailer cinema yesterday,Positive
500 updates wooow haha,Positive
actually find something theyll like easy get good gift lot money tbh nowhere near personal though,Positive
newest versions better,Negative
calls high five dont miss hotshot xd,Positive
juss dropped wife love,Positive
sooo u gon cheat tell everybody twitter dont know trust anymore jk,Negative
really job title,Neutral
yea us 3 max poor trivun,Neutral
ha check high scores today currently no1 slot 306000,Neutral
found rideyes liquor come,Positive
im going miss imac much next month,Negative
bah dont think fb fan page get 7500,Negative
think 30 bucks dunno,Neutral
mom likes milows version ayo technology good thing doesnt clue,Positive
collaborating science project received recognition regional fair science triumphs smiles,Neutral
one final two go,Neutral
u eat isnt exactly true u digest todayisaprosperous productive day thankujesus beyeblessed hee hee,Positive
helloooo star wars day cool lool wen go cnaterbury x,Positive
feeling really sick,Negative
hehe indeed actually nearly changed bio dont panic wanted keep freehugs,Neutral
sad everyone leaving,Negative
tom today school played pov break almost cryed show sao paulo today wish could,Negative
done fkn exam n bought mothers day gift finally tada new prada fragrance going meet mum n fam,Neutral
really wish could,Positive
booo finally could get back internet went,Neutral
bummer bad experience,Negative
forgot answer kindle question yesterday honestly havent used much two paperback books want 2 read first,Negative
im eye doctors bring trinity cause mom fell stairs today broke toe ugh,Negative
watched one day middle playing really doesnt hold,Negative
oh last tweet spent half hour brushing teeth new electric toothbrush feel great,Positive
ive got fever chcek good song im listening song everytime,Positive
3144 words later bedtime,Neutral
slept missed bus train delayed doesnt stop stop late work heelllll,Negative
anyones visialvoicemail working done sync turned still going help,Neutral
go clothes shopping tomorrow hate serious clothes falling apart situation,Negative
little family party tonight hope rocked,Positive
good morning hows u,Positive
omg got sleep neighbors building deck theyve starting 500am im tired feel like took benadryl,Negative
super bummed whitecaps game plans friends fell throughi need home 7 let sitter go,Negative
hope knew due tuesday,Positive
_elj ok nice one cheers boss liking lack fcs today,Positive
lol thanks babe,Positive
ill say even dont dominos anymore prefer pizza huts crunchy fresh veggie pizzas,Neutral
illys note book one geek another keep good work sigh missed great espresso,Positive
good girl sarah weve got club,Positive
watching hostage also got idea animation im making hope ready post link fifth june,Positive
never happened orange blinky lights think ive broke battery,Negative
id give anything bad im tennessee,Negative
love chocolate must pms,Positive
made sister cry hahah bless hope,Positive
feels like dork using wrong ping group,Negative
happy mums day kinduhh major crush alex johnson cab,Positive
day motorways trains noooootttttttt fun,Negative
new tubas 4th july weekend,Neutral
yoko ono ben lee easy,Positive
feeling rough today want cuddle sleep,Negative
field day gt classnot winning,Neutral
hey everyone mixed first single r u im sooo excited,Positive
im thinking tonights plans gon na happen sighsadface shouldnt surprised,Negative
bruise knee make hard skate tomorrow,Negative
soo tired couldnt get enough sleep,Negative
_jackson already theres none left back cabbage soup,Neutral
im craving cinnamon toast crunch cold today,Negative
first day work im excited lay place everything well job,Negative
learn lot another person dont try better oneself love happiness goodnight,Positive
thanks sooo much lil sis gone us bird park,Positive
fckeditor giving problems posts fine edits plain text help,Negative
compiment im glad youre good time,Positive
_h786 ur coming im bed hows ur day x,Neutral
lost luggage sorry hear check selection travel luggage,Positive
want bittersweet lol,Neutral
send photo man ily favourite,Positive
isnt podcasting gear got bittech,Neutral
nice sounds great let know,Positive
wan na leave 2nd period cryy,Negative
awwww gon na miss,Negative
_skies want dance havent really listened song since left makes miss,Negative
goood,Positive
thanks dinno appreciate,Positive
pride next weekend long beach,Positive
think gettin physical change,Neutral
_dinasadik forensic mein kya hai bas rat te jaao microhavin micro exam soonthe lab diagnosis individual bacteria,Neutral
brain hurts,Negative
pandora blocked work bummed,Negative
thank good sir surprisingly good afternoon productive,Positive
haha lacey shutdown livestream party time,Neutral
kh thing ill weeaboo still prefer english im impatient haha,Negative
highnesscrystalmariedontluvspiteanymore,Neutral
_ yeah work 7 hrs,Neutral
im soo jealous right,Negative
kewl got iphone got ta hope lasts weekend got shuffle might bring anyways see ya 8am,Positive
new day new home happy mom day 2,Positive
lovely hubby spray tanned back legs hopefully wont look like allsort much longer,Positive
mom ever happy mothers day,Positive
reading cryin reading laughin enjoying ride enlightened inspired letters young sister thx hill,Positive
yeah except spurs arent champs like usually,Neutral
wondering actually week bar pack peeps r leavin,Negative
aww sunshine life bob larry sing 70s makes think 3,Positive
didnt work except used word autofollow got followed bot selling autofollow program,Negative
sucks old actually,Negative
sitting nathan eddie brenden chilling 1 haha great day love life,Positive
resort wearing today cause havent finished laundry lol,Positive
experiencing magic coldplay concert fix becomes beacon hope night,Positive
great wonderful first day,Positive
im america im going anymore phoned earlier,Neutral
brother planning moving vietnam staying forever,Neutral
going graduation hubbytobe feeling well instead job hunting online,Negative
bgt amazing tonight threee amazing acts got sent home,Positive
wanted see story acorn tonight glen beck missed,Negative
niceee hey never get stickersss,Neutral
follow blog ill follow,Neutral
back busy xd wirting stars loves almos 400 pages xd listenint afh tv,Neutral
hey know trailers hannah montana jonas brothers 3d concert experience trailer x,Neutral
nothing much man waiting insurance card come cant get workdone wo redtape,Neutral
lots things nico gud news job bad news middle nowhere got phone 4 twitter cnt play videos,Neutral
oh birthday happy birthday andre michelle,Positive
nope sliverlight client side tech,Neutral
hates continually getting sick whenever exams,Negative
bl muthafuckin ah win,Neutral
smh im sick bug thats going aroundalmost everyone know sick including,Negative
diggin moustachio looking good daddio,Positive
oh il probs wt every yaer watch first one watch last couple weeks lol,Neutral
loving lego indiana jones gameresearching aracheologists dream,Positive
hi hope ray ok please give love hope returns soon hope bad,Positive
foooood yummy whose washing dishes rofl,Positive
im celebrating mother also celebrating legacy woman god,Positive
haha awful think everyone hates sound voice hear played back know,Neutral
phne blocks text,Neutral
may gray coldplay nice showerswork 2,Positive
drinking really nice coffee got go dentist 9am morning,Positive
_jodie um thrown van yesterday taken er,Neutral
ohwwww whatever im excited anyway,Positive
funny mention full unopened jar nesscafï½ cupboard milk,Negative
happened thought coming back today,Neutral
_sian lol dont benefit sky hubbie watching sit thru,Neutral
printing opera gives much better result printing pdf names _stdin_pdf always got ta compromise,Positive
kinda looking forward seeing seann william scott office today,Neutral
perhaps 3 minday morning,Neutral
woman didnt know came home suck going back,Negative
sewed shirt fail screaming v_v quesadilla quesadiaas bombbb 3 try scream another day,Positive
well third day virgin 1s captains log star trek weekend,Neutral
class keen guess wait next summer bummer,Neutral
mmmm holiday commercials really nice,Positive
great night tomorrow mothers day,Positive
finally got home get sleep great time friends,Positive
mallorca want play guitar come home im going buy mcfly dvd first,Neutral
greys anatomy fuckn awesome atm,Positive
